"ID","AgeRange","Job","ZipCode","Male"
4590,18,"writer","55104",0
4591,25,"scientist","02143",1
4592,18,"college/grad student","66044",1
4593,45,"academic","43202",0
4594,35,"self-employed","55303",1
4595,25,"tradesman/craftsman","97034",1
4596,18,"college/grad student","94611",0
4597,25,"college/grad student","22207",0
4598,35,"clerical/admin","48237",0
4599,35,"other or not specified","04287",0
4600,25,"other or not specified","46240",1
4601,35,"sales/marketing","55415",1
4602,35,"executive/managerial","10021",1
4603,35,"artist","33619",0
4604,25,"scientist","10461",1
4605,25,"scientist","92656",1
4606,1,"K-12 student","90291",0
4607,25,"other or not specified","27403",1
4608,25,"other or not specified","02144",0
4609,25,"college/grad student","53951",0
4610,25,"college/grad student","53951",0
4611,18,"college/grad student","78705",0
4612,18,"college/grad student","94702",0
4613,25,"programmer","41042",1
4614,45,"academic","10469",0
4615,25,"technician/engineer","61615",1
4616,25,"writer","11717",1
4617,25,"doctor/health care","55433",0
4618,25,"sales/marketing","97202",1
4619,25,"academic","97225",0
4620,18,"technician/engineer","94606",0
4621,25,"college/grad student","94305",1
4622,25,"programmer","55433",1
4623,25,"self-employed","22207",1
4624,25,"programmer","84062",1
4625,25,"executive/managerial","92691",1
4626,25,"sales/marketing","97219",1
4627,56,"academic","45224",1
4628,56,"doctor/health care","23225",0
4629,18,"college/grad student","94309",0
4630,25,"college/grad student","94610",0
4631,18,"college/grad student","94111",1
4632,25,"other or not specified","98040",1
4633,1,"other or not specified","48302",1
4634,50,"writer","98119",1
4635,18,"college/grad student","94703",1
4636,18,"artist","10010",1
4637,35,"homemaker","48302",0
4638,25,"college/grad student","55417",1
4639,35,"lawyer","20895",1
4640,25,"college/grad student","55417",1
4641,25,"executive/managerial","20016",1
4642,25,"other or not specified","44691",1
4643,25,"other or not specified","98115",1
4644,50,"academic","19481",1
4645,50,"doctor/health care","48094",0
4646,25,"doctor/health care","90405",0
4647,35,"writer","80222",1
4648,18,"college/grad student","73071",1
4649,56,"retired","10025",1
4650,25,"executive/managerial","30041",1
4651,45,"other or not specified","10036",0
4652,25,"executive/managerial","94115",0
4653,35,"programmer","95051",1
4654,35,"writer","94574",1
4655,25,"academic","92037",0
4656,25,"technician/engineer","94041",1
4657,45,"sales/marketing","55416",1
4658,25,"college/grad student","99163",1
4659,25,"sales/marketing","37076",0
4660,18,"college/grad student","06074",0
4661,45,"scientist","85255",1
4662,18,"college/grad student","84109",0
4663,25,"college/grad student","92037",1
4664,45,"executive/managerial","77006",0
4665,35,"artist","03431",1
4666,35,"academic","53704",1
4667,25,"sales/marketing","94117",1
4668,35,"sales/marketing","74012",1
4669,35,"executive/managerial","19004",1
4670,35,"customer service","91343",1
4671,25,"programmer","94043",1
4672,56,"retired","94306",1
4673,35,"self-employed","94705",1
4674,35,"executive/managerial","08318",0
4675,18,"college/grad student","27514",0
4676,45,"sales/marketing","46038",1
4677,50,"doctor/health care","05055",1
4678,35,"artist","90292",1
4679,56,"retired","76051",1
4680,35,"other or not specified","04473",1
4681,35,"scientist","06119",0
4682,25,"executive/managerial","05346",1
4683,25,"other or not specified","22101",1
4684,25,"other or not specified","04473",0
4685,35,"academic","55454",1
4686,18,"academic","50201",1
4687,35,"sales/marketing","01746",1
4688,25,"homemaker","44310",1
4689,18,"programmer","02215",1
4690,1,"K-12 student","79605",0
4691,45,"technician/engineer","55419",0
4692,25,"executive/managerial","78703",0
4693,18,"academic","60626",1
4694,56,"executive/managerial","40505",1
4695,18,"tradesman/craftsman","56002",1
4696,18,"programmer","10027",1
4697,18,"K-12 student","79605",1
4698,25,"doctor/health care","55417",0
4699,18,"other or not specified","91765",0
4700,18,"college/grad student","48109",0
4701,45,"technician/engineer","18036",1
4702,25,"lawyer","13031",1
4703,25,"executive/managerial","02035",1
4704,18,"writer","02601",1
4705,18,"other or not specified","75115",0
4706,25,"sales/marketing","68502",1
4707,1,"other or not specified","92804",1
4708,25,"other or not specified","60647",1
4709,45,"other or not specified","06804",1
4710,35,"self-employed","24450",0
4711,25,"technician/engineer","32250",1
4712,35,"technician/engineer","03824",1
4713,25,"technician/engineer","90245",1
4714,50,"academic","55405",1
4715,25,"artist","97205",1
4716,25,"self-employed","02465",0
4717,45,"technician/engineer","48310",1
4718,35,"executive/managerial","03885",1
4719,35,"homemaker","02816",0
4720,25,"artist","90035",1
4721,35,"lawyer","95405",1
4722,35,"programmer","55122",1
4723,35,"executive/managerial","90014",1
4724,56,"doctor/health care","01852",0
4725,35,"customer service","96707",1
4726,35,"self-employed","95828",0
4727,56,"other or not specified","98801",0
4728,25,"unemployed","31401",1
4729,50,"self-employed","55347",1
4730,50,"lawyer","04102",1
4731,25,"technician/engineer","98033",1
4732,25,"sales/marketing","24450",1
4733,18,"tradesman/craftsman","52301",1
4734,50,"academic","93105",1
4735,45,"clerical/admin","50312",1
4736,18,"writer","91505",1
4737,35,"self-employed","19003",1
4738,56,"academic","23608",1
4739,25,"clerical/admin","32580",1
4740,25,"clerical/admin","38134",0
4741,35,"executive/managerial","15203",1
4742,25,"clerical/admin","94118",1
4743,56,"retired","63122",1
4744,50,"scientist","12740",1
4745,18,"college/grad student","06268",0
4746,50,"academic","19087",1
4747,18,"college/grad student","26201",1
4748,45,"self-employed","60302",1
4749,45,"other or not specified","23462",1
4750,25,"other or not specified","91107",0
4751,50,"scientist","02474",1
4752,18,"college/grad student","94121",0
4753,56,"academic","03825",1
4754,18,"other or not specified","91107",0
4755,56,"executive/managerial","93060",0
4756,56,"self-employed","55901",1
4757,35,"technician/engineer","23451",1
4758,56,"retired","03261",0
4759,50,"other or not specified","04259",0
4760,35,"technician/engineer","06110",1
4761,18,"scientist","21042",1
4762,25,"sales/marketing","94110",0
4763,56,"lawyer","04259",1
4764,1,"K-12 student","03608",1
4765,35,"self-employed","03301",0
4766,35,"self-employed","10014",1
4767,35,"homemaker","03769",0
4768,25,"college/grad student","22030",1
4769,25,"academic","02571",1
4770,35,"executive/managerial","10012",0
4771,25,"college/grad student","04101",0
4772,56,"technician/engineer","03801",1
4773,45,"academic","22314",1
4774,45,"sales/marketing","07458",1
4775,25,"technician/engineer","23462",1
4776,25,"clerical/admin","46227",0
4777,25,"artist","46142",1
4778,25,"other or not specified","46227",1
4779,45,"clerical/admin","04011",1
4780,25,"programmer","94114",1
4781,50,"doctor/health care","04086",0
4782,45,"academic","78212",1
4783,25,"other or not specified","60618",1
4784,35,"doctor/health care","48105",0
4785,25,"sales/marketing","55104",0
4786,45,"doctor/health care","22630",1
4787,1,"lawyer","94610",1
4788,35,"executive/managerial","85331",1
4789,35,"artist","55104",1
4790,25,"artist","94133",0
4791,18,"college/grad student","55116",1
4792,50,"executive/managerial","94123",0
4793,25,"doctor/health care","48108",0
4794,35,"other or not specified","46142",0
4795,45,"self-employed","10962",1
4796,35,"executive/managerial","98103",1
4797,35,"technician/engineer","84067",0
4798,25,"academic","19335",1
4799,18,"college/grad student","02809",0
4800,18,"college/grad student","80521",1
4801,25,"college/grad student","30349",1
4802,56,"academic","40601",1
4803,25,"self-employed","45750",0
4804,35,"academic","44107",0
4805,35,"academic","45750",1
4806,25,"technician/engineer","90031",1
4807,1,"artist","04101",1
4808,35,"other or not specified","96707",1
4809,50,"college/grad student","20902",0
4810,18,"programmer","80526",1
4811,35,"academic","01773",1
4812,18,"sales/marketing","25301",1
4813,35,"homemaker","46077",0
4814,18,"sales/marketing","80526",1
4815,50,"tradesman/craftsman","04849",0
4816,45,"doctor/health care","04240",0
4817,25,"academic","20912",1
4818,25,"technician/engineer","91007",0
4819,35,"tradesman/craftsman","17350",1
4820,50,"lawyer","04210",1
4821,18,"unemployed","75080",1
4822,35,"other or not specified","01545",0
4823,18,"college/grad student","46219",1
4824,25,"executive/managerial","55411",1
4825,25,"technician/engineer","94602",1
4826,45,"programmer","55436",1
4827,35,"other or not specified","13045",1
4828,18,"writer","60194",0
4829,25,"other or not specified","20008",1
4830,1,"K-12 student","55317",1
4831,25,"academic","04210",0
4832,25,"sales/marketing","17857",1
4833,35,"self-employed","81321",1
4834,45,"homemaker","03862",0
4835,25,"writer","14450",1
4836,45,"self-employed","04074",0
4837,25,"customer service","46254",1
4838,45,"academic","48309",1
4839,50,"doctor/health care","95014",0
4840,45,"doctor/health care","63135",0
4841,25,"programmer","94114",1
4842,35,"academic","23062",0
4843,56,"academic","04032",1
4844,45,"executive/managerial","03840",1
4845,25,"academic","55413",0
4846,25,"artist","90066",0
4847,25,"programmer","94131",1
4848,35,"doctor/health care","54971",0
4849,18,"college/grad student","44515",0
4850,45,"clerical/admin","44555",0
4851,18,"technician/engineer","44406",1
4852,35,"other or not specified","42025",1
4853,25,"executive/managerial","55346",1
4854,50,"retired","03851",0
4855,25,"programmer","90034",1
4856,25,"executive/managerial","94110",1
4857,25,"sales/marketing","23434",1
4858,25,"academic","04086",1
4859,18,"sales/marketing","50401",0
4860,25,"artist","60640",1
4861,25,"college/grad student","04309",1
4862,25,"other or not specified","94086",1
4863,25,"homemaker","84037",0
4864,18,"writer","63132",1
4865,35,"sales/marketing","02130",0
4866,56,"programmer","04085",1
4867,25,"self-employed","04101",1
4868,35,"technician/engineer","03820",1
4869,45,"doctor/health care","04578",0
4870,35,"clerical/admin","04108",0
4871,18,"programmer","04096",1
4872,45,"academic","03909",1
4873,56,"lawyer","13760",1
4874,25,"college/grad student","70808",0
4875,35,"other or not specified","97403",1
4876,35,"technician/engineer","98201",0
4877,25,"college/grad student","94703",1
4878,50,"college/grad student","94070",1
4879,25,"clerical/admin","60626",1
4880,45,"homemaker","95030",0
4881,45,"self-employed","55406",1
4882,45,"lawyer","03301",1
4883,1,"K-12 student","02906",0
4884,35,"sales/marketing","90266",1
4885,56,"academic","23513",1
4886,35,"technician/engineer","92509",0
4887,18,"artist","19072",1
4888,56,"other or not specified","08055",0
4889,18,"college/grad student","63108",1
4890,25,"academic","79928",0
4891,35,"technician/engineer","94132",1
4892,25,"programmer","55405",1
4893,25,"technician/engineer","48092",1
4894,35,"executive/managerial","14607",1
4895,25,"clerical/admin","52001",0
4896,35,"doctor/health care","84103",1
4897,35,"self-employed","16844",1
4898,25,"academic","27713",1
4899,25,"programmer","94402",1
4900,25,"writer","33626",1
4901,25,"executive/managerial","11228",1
4902,35,"sales/marketing","84057",1
4903,35,"programmer","95952",1
4904,50,"scientist","63121",1
4905,45,"academic","60417",0
4906,50,"technician/engineer","49506",1
4907,50,"executive/managerial","55082",0
4908,35,"scientist","85282",1
4909,35,"programmer","94014",0
4910,18,"programmer","84041",1
4911,25,"other or not specified","55421",0
4912,50,"writer","98115",0
4913,25,"academic","97002",0
4914,25,"academic","02453",0
4915,25,"programmer","91423",1
4916,18,"writer","85054",1
4917,45,"other or not specified","27312",1
4918,18,"programmer","84107",0
4919,18,"other or not specified","84058",1
4920,35,"academic","02144",1
4921,25,"scientist","92507",0
4922,18,"technician/engineer","98121",1
4923,45,"tradesman/craftsman","99826",1
4924,35,"other or not specified","99801",0
4925,35,"doctor/health care","55401",0
4926,1,"K-12 student","55616",1
4927,45,"other or not specified","97520",1
4928,25,"clerical/admin","92103",0
4929,45,"academic","63105",1
4930,50,"technician/engineer","63033",1
4931,50,"technician/engineer","90031",1
4932,25,"executive/managerial","63303",1
4933,25,"scientist","94040",1
4934,25,"other or not specified","55108",0
4935,35,"technician/engineer","62958",1
4936,18,"college/grad student","63144",0
4937,35,"other or not specified","02108",1
4938,18,"college/grad student","55406",0
4939,25,"executive/managerial","63105",1
4940,50,"lawyer","94102",0
4941,56,"writer","44281",1
4942,45,"programmer","40515",1
4943,50,"other or not specified","55401",0
4944,50,"technician/engineer","14568",1
4945,50,"other or not specified","62234",1
4946,35,"academic","91106",0
4947,35,"technician/engineer","90035",1
4948,45,"artist","94618",1
4949,18,"college/grad student","55104",1
4950,25,"self-employed","55421",1
4951,35,"technician/engineer","90291",0
4952,25,"sales/marketing","48067",0
4953,35,"programmer","55082",1
4954,45,"other or not specified","92679",1
4955,56,"retired","55804",1
4956,35,"scientist","77007",1
4957,25,"artist","48197",1
4958,18,"executive/managerial","55403",1
4959,25,"technician/engineer","23454",1
4960,56,"academic","55116",1
4961,25,"executive/managerial","46220",1
4962,25,"doctor/health care","55439",1
4963,45,"technician/engineer","94931",1
4964,35,"other or not specified","94110",1
4965,1,"K-12 student","63123",1
4966,50,"sales/marketing","55407",1
4967,18,"college/grad student","94708",1
4968,50,"writer","95404",0
4969,18,"unemployed","94111",1
4970,25,"programmer","94526",0
4971,35,"executive/managerial","94086",1
4972,35,"other or not specified","95118",1
4973,56,"artist","94970",0
4974,35,"writer","94131",1
4975,35,"other or not specified","90065",1
4976,25,"lawyer","65775",1
4977,25,"college/grad student","92507",1
4978,35,"sales/marketing","68108",1
4979,35,"artist","55423",1
4980,25,"academic","55403",1
4981,50,"academic","55406",1
4982,25,"programmer","63043",1
4983,45,"self-employed","55116",0
4984,35,"other or not specified","55405",1
4985,35,"other or not specified","29063",1
4986,18,"programmer","55401",1
4987,56,"farmer","90210",0
4988,25,"technician/engineer","55105",1
4989,25,"other or not specified","55121",1
4990,25,"college/grad student","55407",0
4991,56,"sales/marketing","91791",0
4992,25,"artist","55106",0
4993,45,"technician/engineer","54022",1
4994,45,"technician/engineer","56001",1
4995,50,"writer","55419",1
4996,35,"executive/managerial","94550",1
4997,1,"K-12 student","90210",1
4998,18,"college/grad student","48433",0
4999,56,"retired","92407",0
5000,25,"college/grad student","46254",1
5001,25,"artist","63119",0
5002,25,"technician/engineer","90505",1
5003,35,"programmer","49508",1
5004,56,"academic","90402",0
5005,45,"self-employed","92807",1
5006,35,"clerical/admin","48827",1
5007,18,"college/grad student","91030",0
5008,25,"writer","60615",1
5009,45,"self-employed","65441",0
5010,45,"scientist","63119",1
5011,18,"college/grad student","64154",1
5012,50,"scientist","48103",1
5013,18,"college/grad student","26241",1
5014,45,"other or not specified","92626",1
5015,35,"doctor/health care","92672",1
5016,35,"academic","89447",0
5017,35,"programmer","91104",1
5018,56,"programmer","90290",0
5019,25,"executive/managerial","10025",1
5020,56,"retired","90241",0
5021,50,"doctor/health care","90504",1
5022,35,"executive/managerial","91001",1
5023,35,"writer","91505",1
5024,45,"academic","14618",0
5025,25,"writer","60615",1
5026,25,"technician/engineer","92584",1
5027,25,"sales/marketing","05345",0
5028,25,"programmer","92404",1
5029,25,"college/grad student","70115",1
5030,18,"academic","70006",1
5031,25,"college/grad student","89431",0
5032,18,"technician/engineer","02139",1
5033,56,"retired","60506",0
5034,25,"scientist","62901",0
5035,25,"technician/engineer","19810",0
5036,35,"executive/managerial","14850",1
5037,35,"programmer","11375",1
5038,25,"writer","10010",1
5039,35,"college/grad student","97068",0
5040,45,"programmer","44312",1
5041,45,"doctor/health care","60031",0
5042,18,"artist","55408",0
5043,18,"doctor/health care","92145",0
5044,35,"doctor/health care","23507",0
5045,35,"other or not specified","43081",1
5046,25,"self-employed","60614",1
5047,45,"doctor/health care","23452",1
5048,35,"executive/managerial","30350",0
5049,25,"programmer","60613",1
5050,18,"college/grad student","11024",0
5051,50,"executive/managerial","11771",0
5052,35,"self-employed","02536",1
5053,25,"college/grad student","84111",1
5054,35,"artist","20818",1
5055,35,"self-employed","97330",0
5056,45,"academic","16673",1
5057,50,"executive/managerial","84093",1
5058,56,"technician/engineer","84121",1
5059,45,"self-employed","22652",1
5060,45,"technician/engineer","84109",1
5061,18,"unemployed","05070",0
5062,50,"self-employed","65401",1
5063,1,"K-12 student","22801",0
5064,18,"college/grad student","43215",1
5065,25,"sales/marketing","28715",1
5066,25,"academic","23603",0
5067,56,"retired","97520",1
5068,35,"executive/managerial","19004",1
5069,56,"other or not specified","95062",0
5070,25,"artist","55344",1
5071,25,"executive/managerial","75093",0
5072,45,"technician/engineer","97330",1
5073,56,"artist","93950",1
5074,1,"other or not specified","20132",1
5075,50,"doctor/health care","97470",1
5076,25,"clerical/admin","19147",1
5077,25,"artist","20037",1
5078,45,"executive/managerial","19067",1
5079,25,"college/grad student","70003",1
5080,50,"programmer","95472",0
5081,18,"college/grad student","19102",0
5082,35,"academic","23185",1
5083,25,"college/grad student","16803",1
5084,18,"college/grad student","10013",1
5085,56,"technician/engineer","75225",1
5086,25,"academic","23462",1
5087,25,"doctor/health care","19102",0
5088,25,"technician/engineer","38111",1
5089,35,"self-employed","77027",0
5090,35,"unemployed","75069",0
5091,25,"technician/engineer","19810",1
5092,56,"sales/marketing","18954",1
5093,50,"executive/managerial","19047",1
5094,18,"K-12 student","67206",1
5095,35,"academic","23508",0
5096,25,"lawyer","75206",1
5097,56,"self-employed","19131",1
5098,50,"executive/managerial","19380",1
5099,18,"other or not specified","02780",1
5100,50,"doctor/health care","19312",1
5101,25,"other or not specified","90069",1
5102,25,"programmer","90240",1
5103,35,"self-employed","78222",0
5104,35,"writer","19108",1
5105,50,"executive/managerial","18977",1
5106,35,"academic","19348",0
5107,45,"other or not specified","08081",0
5108,25,"homemaker","93940",0
5109,45,"doctor/health care","19802",0
5110,35,"scientist","78250",1
5111,35,"artist","78006",1
5112,35,"retired","89128",1
5113,25,"other or not specified","55408",1
5114,1,"K-12 student","22932",0
5115,56,"programmer","02143",1
5116,35,"doctor/health care","95521",1
5117,25,"other or not specified","70118",0
5118,1,"K-12 student","95123",1
5119,25,"other or not specified","10011",0
5120,50,"executive/managerial","80302",1
5121,25,"executive/managerial","91608",1
5122,25,"other or not specified","20009",1
5123,50,"programmer","34761",1
5124,35,"artist","20818",1
5125,45,"other or not specified","10016",1
5126,25,"lawyer","02453",1
5127,45,"customer service","98502",1
5128,50,"executive/managerial","94709",1
5129,45,"technician/engineer","40515",1
5130,50,"academic","33149",0
5131,25,"academic","77707",0
5132,35,"executive/managerial","77565",1
5133,18,"lawyer","10028",1
5134,25,"technician/engineer","95014",1
5135,35,"executive/managerial","64055",1
5136,25,"programmer","91106",1
5137,18,"tradesman/craftsman","65265",1
5138,25,"technician/engineer","35205",1
5139,50,"self-employed","12866",1
5140,25,"doctor/health care","35205",1
5141,18,"technician/engineer","55423",1
5142,25,"academic","92101",1
5143,18,"college/grad student","44502",1
5144,50,"other or not specified","66762",0
5145,35,"executive/managerial","77565",1
5146,56,"academic","04240",1
5147,18,"other or not specified","48314",1
5148,25,"writer","98101",1
5149,35,"academic","10012",1
5150,25,"clerical/admin","98034",1
5151,18,"unemployed","30662",1
5152,25,"college/grad student","44406",0
5153,25,"executive/managerial","60046",1
5154,25,"self-employed","20007",1
5155,25,"self-employed","33301",1
5156,18,"sales/marketing","10024",1
5157,35,"academic","74012",1
5158,18,"college/grad student","44509",0
5159,35,"executive/managerial","37027",1
5160,18,"college/grad student","90066",0
5161,25,"college/grad student","30052",1
5162,25,"technician/engineer","94043",1
5163,45,"doctor/health care","53216",1
5164,35,"technician/engineer","91107",0
5165,35,"doctor/health care","91103",1
5166,50,"doctor/health care","42420",1
5167,18,"scientist","06114",1
5168,35,"executive/managerial","01720",1
5169,50,"college/grad student","53562",0
5170,18,"college/grad student","63141",1
5171,56,"technician/engineer","92009",1
5172,35,"lawyer","05602",0
5173,1,"K-12 student","60423",1
5174,45,"academic","45208",1
5175,35,"homemaker","33445",0
5176,1,"K-12 student","60423",1
5177,45,"sales/marketing","30005",1
5178,50,"other or not specified","45420",1
5179,25,"programmer","94110",1
5180,35,"lawyer","85044",1
5181,25,"executive/managerial","19003",1
5182,35,"executive/managerial","55441",0
5183,18,"writer","45202",0
5184,18,"writer","67212",1
5185,35,"college/grad student","44485",0
5186,35,"programmer","96555",1
5187,18,"self-employed","06510",1
5188,35,"homemaker","44406",0
5189,45,"executive/managerial","80304",0
5190,35,"other or not specified","85024",0
5191,25,"college/grad student","55455",0
5192,25,"executive/managerial","80303",1
5193,35,"programmer","14619",1
5194,25,"executive/managerial","55409",1
5195,35,"executive/managerial","80304",1
5196,56,"executive/managerial","20814",1
5197,56,"clerical/admin","75001",0
5198,18,"college/grad student","55118",0
5199,25,"academic","35243",0
5200,35,"scientist","43065",0
5201,50,"executive/managerial","95376",1
5202,18,"college/grad student","02871",1
5203,45,"doctor/health care","01545",0
5204,50,"retired","56342",1
5205,25,"academic","02908",1
5206,35,"executive/managerial","91302",1
5207,25,"other or not specified","98102",1
5208,25,"college/grad student","55455",1
5209,50,"academic","46077",1
5210,35,"technician/engineer","60618",0
5211,25,"academic","40214",1
5212,18,"artist","90025",1
5213,18,"other or not specified","31211",1
5214,35,"homemaker","07452",0
5215,56,"doctor/health care","91941",0
5216,18,"artist","81291",1
5217,25,"technician/engineer","01060",1
5218,18,"other or not specified","89129",1
5219,18,"college/grad student","94706",1
5220,25,"executive/managerial","91436",1
5221,56,"academic","96734",0
5222,25,"programmer","94501",1
5223,56,"K-12 student","11361",1
5224,35,"academic","10016",1
5225,18,"college/grad student","55120",1
5226,35,"other or not specified","98122",1
5227,18,"K-12 student","64050",1
5228,1,"other or not specified","75070",1
5229,25,"other or not specified","60173",1
5230,25,"programmer","91104",1
5231,35,"executive/managerial","92506",1
5232,25,"college/grad student","14607",1
5233,25,"customer service","97213",1
5234,25,"other or not specified","60657",0
5235,25,"college/grad student","14607",1
5236,25,"sales/marketing","46268",1
5237,25,"executive/managerial","55441",1
5238,50,"self-employed","07462",0
5239,35,"executive/managerial","07043",1
5240,25,"other or not specified","94104",0
5241,25,"college/grad student","02138",0
5242,25,"academic","14608",1
5243,1,"K-12 student","54220",1
5244,18,"college/grad student","01095",1
5245,45,"academic","27615",0
5246,18,"other or not specified","64030",0
5247,1,"K-12 student","01915",0
5248,45,"sales/marketing","22206",0
5249,45,"sales/marketing","75006",0
5250,50,"doctor/health care","01545",1
5251,25,"technician/engineer","97330",0
5252,25,"writer","60622",1
5253,56,"retired","02838",0
5254,18,"college/grad student","32606",1
5255,1,"K-12 student","55305",1
5256,25,"self-employed","30269",1
5257,25,"artist","10019",0
5258,35,"college/grad student","58369",1
5259,25,"doctor/health care","94404",1
5260,35,"executive/managerial","78705",1
5261,35,"programmer","10025",1
5262,25,"sales/marketing","46220",0
5263,35,"executive/managerial","40601",1
5264,18,"college/grad student","15217",1
5265,45,"academic","97405",1
5266,35,"academic","42718",1
5267,35,"executive/managerial","20191",1
5268,25,"artist","68502",0
5269,18,"other or not specified","37211",1
5270,25,"programmer","87571",1
5271,25,"other or not specified","94110",0
5272,25,"executive/managerial","90210",1
5273,56,"writer","91030",1
5274,25,"other or not specified","60611",1
5275,25,"technician/engineer","60611",1
5276,25,"college/grad student","91740",0
5277,25,"writer","91740",1
5278,25,"executive/managerial","55122",0
5279,25,"sales/marketing","55418",0
5280,18,"college/grad student","12604",1
5281,25,"artist","90210",1
5282,18,"college/grad student","63146",0
5283,18,"artist","63138",1
5284,25,"self-employed","55426",1
5285,18,"college/grad student","55410",1
5286,45,"self-employed","97068",1
5287,25,"farmer","85203",1
5288,56,"retired","94114",1
5289,45,"artist","94102",1
5290,18,"college/grad student","60613",0
5291,45,"academic","44406",1
5292,25,"other or not specified","97401",1
5293,25,"programmer","95030",1
5294,25,"artist","60626",1
5295,35,"executive/managerial","55124",1
5296,1,"other or not specified","27245",0
5297,25,"programmer","19067",1
5298,35,"technician/engineer","55126",1
5299,25,"artist","43202",1
5300,25,"writer","94111",1
5301,25,"technician/engineer","00693",1
5302,1,"K-12 student","02332",0
5303,56,"doctor/health care","45504",0
5304,35,"homemaker","55410",0
5305,18,"college/grad student","95602",0
5306,25,"technician/engineer","92121",0
5307,25,"customer service","85281",1
5308,56,"executive/managerial","27410",1
5309,25,"other or not specified","02478",1
5310,56,"academic","60605",0
5311,50,"other or not specified","62025",1
5312,25,"academic","10463",1
5313,56,"other or not specified","55406",1
5314,25,"other or not specified","94107",0
5315,25,"programmer","22903",1
5316,18,"college/grad student","55104",1
5317,25,"other or not specified","02138",0
5318,18,"technician/engineer","98122",1
5319,18,"technician/engineer","94941",1
5320,18,"customer service","43201",0
5321,25,"college/grad student","02457",1
5322,35,"technician/engineer","97330",1
5323,25,"writer","94122",1
5324,25,"executive/managerial","02150",1
5325,50,"executive/managerial","86001",0
5326,25,"artist","55408",1
5327,25,"executive/managerial","55408",1
5328,25,"college/grad student","91740",0
5329,25,"customer service","91773",0
5330,25,"other or not specified","19143",0
5331,35,"sales/marketing","06880",1
5332,18,"college/grad student","30332",1
5333,25,"executive/managerial","02332",0
5334,56,"retired","46140",0
5335,25,"sales/marketing","75093",1
5336,56,"executive/managerial","75041",1
5337,35,"clerical/admin","02725",0
5338,25,"technician/engineer","27609",1
5339,18,"technician/engineer","60193",1
5340,50,"clerical/admin","95032",0
5341,25,"clerical/admin","85018",0
5342,35,"executive/managerial","22039",0
5343,25,"homemaker","60201",0
5344,50,"academic","98177",0
5345,25,"technician/engineer","80003",0
5346,25,"clerical/admin","97330",0
5347,25,"doctor/health care","53705",1
5348,18,"customer service","55414",1
5349,50,"artist","97424",0
5350,18,"customer service","55344",1
5351,45,"academic","85259",0
5352,35,"customer service","55306",0
5353,25,"doctor/health care","77030",1
5354,45,"clerical/admin","78759",0
5355,56,"other or not specified","78232",1
5356,45,"other or not specified","78703",1
5357,18,"writer","60123",0
5358,35,"executive/managerial","10625",1
5359,18,"self-employed","27705",1
5360,18,"programmer","43650",1
5361,50,"self-employed","92026",0
5362,35,"retired","63130",1
5363,56,"retired","30673",1
5364,25,"clerical/admin","55408",0
5365,18,"programmer","90250",1
5366,18,"programmer","90045",1
5367,18,"college/grad student","55344",1
5368,25,"technician/engineer","20120",0
5369,25,"scientist","02139",1
5370,25,"programmer","98074",1
5371,25,"lawyer","55408",1
5372,25,"college/grad student","10549",1
5373,18,"programmer","55112",1
5374,35,"executive/managerial","38018",1
5375,25,"other or not specified","02131",1
5376,25,"technician/engineer","94538",1
5377,18,"clerical/admin","10017",0
5378,35,"tradesman/craftsman","10463",1
5379,25,"executive/managerial","84095",1
5380,18,"college/grad student","01125",1
5381,25,"sales/marketing","10009",1
5382,18,"college/grad student","07461",1
5383,35,"academic","55430",1
5384,25,"clerical/admin","94117",0
5385,25,"programmer","85226",1
5386,25,"sales/marketing","60045",1
5387,25,"academic","45056",0
5388,18,"college/grad student","10580",0
5389,45,"executive/managerial","01905",1
5390,1,"other or not specified","78130",1
5391,25,"executive/managerial","10016",1
5392,50,"academic","98112",1
5393,35,"executive/managerial","10471",1
5394,18,"other or not specified","60618",1
5395,50,"academic","13224",1
5396,25,"doctor/health care","89118",1
5397,18,"other or not specified","60451",1
5398,56,"technician/engineer","71301",1
5399,25,"academic","12553",1
5400,18,"college/grad student","30010",0
5401,18,"academic","20003",0
5402,25,"other or not specified","30102",0
5403,1,"K-12 student","59801",1
5404,25,"other or not specified","30068",1
5405,50,"executive/managerial","12866",0
5406,35,"other or not specified","49504",0
5407,35,"technician/engineer","30096",0
5408,25,"writer","11230",1
5409,45,"academic","60091",1
5410,45,"artist","21212",0
5411,1,"unemployed","14850",0
5412,25,"programmer","97330",1
5413,35,"academic","59801",1
5414,1,"K-12 student","07652",1
5415,25,"executive/managerial","03862",0
5416,25,"customer service","01801",0
5417,18,"technician/engineer","19030",1
5418,25,"other or not specified","53589",0
5419,18,"programmer","05055",0
5420,1,"unemployed","14850",0
5421,35,"technician/engineer","22030",1
5422,50,"executive/managerial","94114",1
5423,50,"customer service","60714",0
5424,35,"artist","80012",0
5425,18,"college/grad student","53211",1
5426,25,"sales/marketing","95821",1
5427,35,"unemployed","11201",1
5428,25,"doctor/health care","28412",0
5429,25,"academic","02460",0
5430,45,"academic","26505",0
5431,56,"academic","19026",1
5432,56,"retired","01742",1
5433,35,"technician/engineer","45014",0
5434,25,"executive/managerial","60618",0
5435,45,"tradesman/craftsman","02557",1
5436,18,"college/grad student","90024",1
5437,25,"lawyer","55426",1
5438,25,"sales/marketing","60048",1
5439,56,"retired","19119",1
5440,45,"artist","37923",0
